,Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,Population Less Than 18 Years,Population Less Than 18 Years - Margin of Error,Percent of Population that is Less Than 18 Years,Percent of Population that is Less Than 18 Years - Margin of Error,Population 65 Years and Over,Population 65 Years and Over - Margin of Error,Percent of Population that is 65 Years and Over,Percent of Population that is 65 Years and Over - Margin of Error,Population in Dependent Age Groups (under 18 and 65+),Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Percent of Population in Dependent Age Groups (under 18 and 65+),Percent of Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Median Age of Total Population,Median Age of Total Population - Margin of Error,"White Alone, Not Hispanic or Latino Population","White Alone, Not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White Alone, Not Hispanic or Latino","Percent of Population that is White Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is 2 or More Races, Not Hispanic or Latino","Percent of Population that is 2 or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Foreign-Born Population,Foreign-Born Population - Margin of Error,Percent of Population that is Foreign Born,Percent of Population that is Foreign Born - Margin of Error,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,Total Housing Units,Total Housing Units - Margin of Error,Occupied Housing Units,Occupied Housing Units - Margin of Error,Vacant Housing Units,Vacant Housing Units - Margin of Error,Total Occupied Housing Units,Total Occupied Housing Units - Margin of Error,Owner-Occupied Housing Units,Owner-Occupied Housing Units - Margin of Error,Renter-Occupied Housing Units,Renter-Occupied Housing Units - Margin of Error,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied - Margin of Error,Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Median Home Value (for Owner-Occupied Housing Units),Median Home Value (for Owner-Occupied Housing Units) - Margin of Error,Shape Area,Shape Length,Predominant Race,Predominant Race Color,Percent People of Color,Population per Gross Land Acre,Gross Land Acres,Housing Units per Gross Land Acre,Percent Occupied Housing Units,Percent of Occupied Housing who are Renters,Households per Gross Land Acre,x,y,zip,tract
55,71146,53033008200,375785,0,Census Tract 82,Washington,King County,4223,485,159,89,3.8,2.06266925455028,586,176,13.9,3.850917330443,745,197,17.6,4.20197419015519,31.9,1.8,2416,328,225,151,0,13,1103,424,0,13,0,13,266,133,213,133,57.2,4.14186533403567,5.3,3.52291063905389,0.0,0.307838029836609,26.1,9.58168297383574,0.0,0.307838029836609,0.0,0.307838029836609,6.3,3.06521308655199,5.0,3.09568966311373,1439,364,34.1,7.67984649736474,116250.0,19366.0,3493,250,2856,278,637,238,2856,278,415,152,2441,267,14.5,5.13073962517772,2155,113,489000.0,135047.0,826310.7421875,4114.9274837976,White (Non-Hispanic),719ed9,42.789486147288656,45.47779893235462,92.85849577464047,37.616375010825166,81.76352705410822,85.46918767507002,30.75647495875084,,,98101,53033008200
56,71147,53033008300,237955,0,Census Tract 83,Washington,King County,3377,482,143,83,4.2,2.38233101241495,450,163,13.3,4.43625022059229,593,183,17.6,4.80457598523351,32.6,1.8,1935,343,245,156,9,21,904,268,0,13,0,13,149,149,135,105,57.3,6.02312574288486,7.3,4.50193010481521,0.3,0.620689205697628,26.8,6.95573499695921,0.0,0.384957062481492,0.0,0.384957062481492,4.4,4.36702643104768,4.0,3.05646632017781,962,298,28.5,7.83187384323201,102962.0,38287.0,2361,269,2055,260,306,212,2055,260,406,107,1649,236,19.8,4.56757570643863,1733,160,539700.0,96017.0,523276.3125,3902.82891218772,White (Non-Hispanic),719ed9,42.70062185371632,57.4320108358494,58.79996104702043,40.15308782453078,87.03939008894537,80.2433090024331,34.94900274435017,,,98101,53033008300
57,71149,53033008500,450978,0,Census Tract 85,Washington,King County,4441,491,139,83,3.1,1.83663276555309,747,155,16.8,2.95348667503915,886,176,20.0,3.29251581785792,34.5,1.9,2248,320,568,158,44,47,740,172,38,44,11,21,235,95,557,287,50.6,4.53868594392021,12.8,3.26466950266126,1.0,1.05263604181951,16.7,3.40678847164003,0.9,0.986240970325725,0.2,0.472072835538437,5.3,2.05760077552022,12.5,6.31198414158948,932,246,21.0,5.0299283941258,72520.0,8874.0,2307,217,1920,186,387,127,1920,186,196,88,1724,182,10.2,4.47537231601387,1432,74,648100.0,532914.0,991451.09375,4079.42288879833,White (Non-Hispanic),719ed9,49.38077009682504,39.85136607967143,111.4390907233014,20.701891813961268,83.22496749024707,89.79166666666667,17.229142732035385,,,98104,53033008500
58,71150,53033008600,711350,0,Census Tract 86,Washington,King County,7003,756,350,163,5.0,2.26417746568541,123,111,1.8,1.57365319540493,473,197,6.8,2.71694043963779,25.8,1.9,3093,437,687,328,3,6,1527,358,19,27,22,25,730,239,922,416,44.2,4.02571093954433,9.8,4.56240683648261,0.0,0.0855526648265857,21.8,4.53790167001059,0.3,0.384434928795975,0.3,0.355375317936531,10.4,3.22195811791736,13.2,5.76777397392881,1510,467,21.6,6.24912472311436,66607.0,16995.0,3259,310,2931,330,328,178,2931,330,452,149,2479,347,15.4,4.77788630759714,1635,132,683300.0,127139.0,1563986.5234375,5263.978122978,White (Non-Hispanic),719ed9,55.83321433671284,39.83993185642324,175.77841310667137,18.540388107965637,89.93556305615219,84.57864210167179,16.674402437694773,,,98122,53033008600
59,71151,53033008700,732385,0,Census Tract 87,Washington,King County,4665,654,577,167,12.4,3.13186101353518,347,102,7.4,1.92179987858702,924,196,19.8,3.15308163399749,31.2,2.0,2414,329,814,417,6,14,548,135,0,13,32,45,372,169,479,225,51.7,10.1176487858439,17.4,8.59767232888859,0.1,0.299565008622473,11.7,2.37959581574145,0.0,0.278670953912111,0.7,0.959824697012453,8.0,3.44591556791165,10.3,4.60332953259337,574,154,12.3,2.81463949569378,144531.0,26548.0,2038,197,1841,202,197,104,1841,202,867,112,974,190,47.1,3.21090439591781,1751,121,798800.0,66856.0,1610158.8828125,5167.69134507184,White (Non-Hispanic),719ed9,48.2529474812433,25.77685945301398,180.9762748058333,11.261144601338154,90.33366045142296,52.90602933188484,10.172604127116555,,,98122,53033008700
60,71152,53033008800,948581,0,Census Tract 88,Washington,King County,4353,628,924,271,21.2,5.42033450051323,345,146,7.9,3.15309239193838,1269,308,29.2,5.6899438651779,34.6,1.9,2774,321,478,230,0,13,300,160,0,13,158,195,217,104,426,501,63.7,11.7856990122585,11.0,5.04062740348171,0.0,0.298644612910636,6.9,3.53859537226875,0.0,0.298644612910636,3.6,4.44895818404197,5.0,2.27834155823586,9.8,11.4223782872454,566,293,13.0,6.46431779379253,143583.0,25631.0,1784,152,1650,155,134,88,1650,155,962,136,688,138,58.3,6.15959101763408,2001,259,889600.0,55010.0,2085581.8203125,5969.25322363066,White (Non-Hispanic),719ed9,36.27383413737652,18.570861114345394,234.3994698575096,7.610938715366916,92.48878923766816,41.6969696969697,7.039265067463796,,,98122,53033008800
61,71153,53033008900,1270033,1798066,Census Tract 89,Washington,King County,6004,857,1075,341,17.9,5.07205185815844,919,332,15.3,5.07972162041554,1994,476,33.2,6.35464845222676,39.4,3.8,3185,760,959,386,4,8,754,295,0,18,0,18,294,181,808,454,53.0,10.1437665968779,16.0,6.01121044542601,0.1,0.13290472689913,12.6,4.57473315060152,0.0,0.299800133244504,0.0,0.299800133244504,4.9,2.93251147887239,13.5,7.31356422600828,1687,500,28.1,7.29840035287918,118149.0,17764.0,2653,292,2543,306,110,100,2543,306,1772,337,771,185,69.7,10.2621846734542,1832,152,749600.0,83351.0,2791209.4375,8432.35912000768,White (Non-Hispanic),719ed9,46.95203197868088,19.131255613113314,313.8319889408943,8.453567811723788,95.85375047116472,30.31852143138026,8.10306179616042,,,98144,53033008900
62,71154,53033009000,855872,0,Census Tract 90,Washington,King County,3800,401,486,159,12.8,3.96057158551335,707,163,18.6,3.81377259258942,1193,228,31.4,5.00242178570997,34.0,1.8,1343,222,841,307,39,50,706,214,19,22,0,13,416,179,436,207,35.3,4.49676087411007,22.1,7.73401567998002,1.0,1.31132464670162,18.6,5.27928547051484,0.5,0.5765380339324,0.0,0.342105263157895,10.9,4.56667156805566,11.5,5.3111058269234,1229,276,32.3,6.41134004921687,64865.0,17928.0,2205,180,2080,178,125,82,2080,178,463,95,1617,202,22.3,4.15109862070299,1408,227,596200.0,69849.0,1881079.546875,6470.35653151064,White (Non-Hispanic),719ed9,64.65789473684211,17.96770358782588,211.4905770470697,10.42599642398844,94.33106575963718,77.74038461538461,9.834953542809956,,,98144,53033009000
63,71155,53033009100,410621,0,Census Tract 91,Washington,King County,2707,344,167,76,6.2,2.6958583936435,917,281,33.9,9.44582022925791,1084,291,40.0,9.4691671325833,45.6,8.5,629,170,155,116,26,40,1607,313,0,13,38,44,195,91,57,52,23.2,5.54252796145894,5.7,4.22295761123661,1.0,1.47260099918047,59.4,8.7625997643411,0.0,0.480236424085704,1.4,1.61559697172719,7.2,3.23461670452998,2.1,1.90221772608739,1465,348,54.1,10.8612988806762,41619.0,14251.0,1943,239,1773,251,170,88,1773,251,89,57,1684,253,5.0,3.13536544923565,851,205,469400.0,100225.0,902489.9453125,4792.07576399448,Asian,14915a,76.76394532693018,26.67871427773201,101.4666588434308,19.149147337138267,91.25064333504888,94.98025944726452,17.473720138315052,,,98104,53033009100
64,71156,53033009200,338451,154864,Census Tract 92,Washington,King County,2725,450,89,56,3.3,1.9830069810653,422,123,15.5,3.71940182089973,511,135,18.8,3.86701199630596,40.0,8.3,1354,394,312,193,22,34,684,199,0,13,9,14,131,63,213,96,49.7,11.9048881220483,11.4,6.82552896022782,0.8,1.24056298924403,25.1,6.012344831307,0.0,0.477064220183486,0.3,0.510858238741553,4.8,2.17135233723107,7.8,3.27794306521835,853,199,31.3,5.15838376065308,36875.0,13352.0,2212,302,1891,308,321,147,1891,308,108,43,1783,301,5.7,2.07495098653111,1082,152,484000.0,84117.0,743937.96875,5555.49792051489,White (Non-Hispanic),719ed9,50.31192660550459,32.58280741093923,83.63306346294515,26.448869722200943,85.4882459312839,94.28873611845584,22.61067479416003,,,98104,53033009200
65,71157,53033009300,9444110,639051,Census Tract 93,Washington,King County,2984,407,158,81,5.3,2.61664334625903,484,139,16.2,4.09931502310381,642,161,21.5,4.52764837114723,38.5,2.6,1636,304,279,184,7,16,569,154,0,13,0,13,210,92,283,142,54.8,6.9187769379358,9.3,6.03290661971694,0.2,0.535237540714856,19.1,4.45760349011434,0.0,0.435656836461126,0.0,0.435656836461126,7.0,2.92988069393671,9.5,4.57952827445381,592,186,19.8,5.61526565986401,111875.0,19951.0,1777,212,1558,204,219,136,1558,204,576,101,982,179,37.0,4.31179795982145,1897,101,606300.0,91225.0,20739319.9765625,25397.6886374856,White (Non-Hispanic),719ed9,45.17426273458445,1.278661468835218,2333.690404167915,0.761454902855289,87.67585818795723,63.02952503209242,0.6676121207926508,,,98134,53033009300
66,71158,53033009400,1686311,0,Census Tract 94,Washington,King County,6618,783,645,210,9.7,2.95623490071784,1190,485,18.0,7.01291143174632,1835,529,27.7,7.28915469277769,36.0,2.2,2560,517,1025,595,42,47,1652,401,125,135,8,18,339,182,867,363,38.7,6.33103505510502,15.5,8.80190798895491,0.6,0.706203890503297,25.0,5.29073586502256,1.9,2.02761374918622,0.1,0.27160920535769,5.1,2.68246525005886,13.1,5.26148466113916,2079,521,31.4,6.9398542988319,80288.0,28208.0,3275,367,3103,383,172,132,3103,383,1287,211,1816,388,41.5,4.47555912783928,1430,296,646200.0,50103.0,3704857.640625,8528.85507062232,White (Non-Hispanic),719ed9,61.31761861589604,15.882061970444774,416.6965229272849,7.859436831853526,94.74809160305342,58.52400902352562,7.446666408928699,,,98144,53033009400
67,71159,53033009500,2597717,2916270,Census Tract 95,Washington,King County,6938,851,1508,431,21.7,5.6110039856498,1047,297,15.1,3.85989549669011,2555,523,36.8,6.0349758940598,41.6,4.1,3727,500,1053,595,0,18,1258,319,0,18,85,94,481,222,334,236,53.7,2.91911927442156,15.2,8.37146713865844,0.0,0.259440761026232,18.1,4.02418287162772,0.0,0.259440761026232,1.2,1.34649784990551,6.9,3.08470440460447,4.8,3.34991303966992,1064,270,15.3,3.40679519816463,131412.0,19068.0,2969,246,2876,259,93,89,2876,259,1652,218,1224,257,57.4,5.54051759235631,1595,325,914600.0,42610.0,5705952.796875,13041.5528082479,White (Non-Hispanic),719ed9,46.28134909195734,10.808371296261551,641.9098502287524,4.625260071865171,96.86763219939374,42.55910987482615,4.480379914679768,,,98144,53033009500
68,71160,53033009600,1906922,1385222,Census Tract 96,Washington,King County,5640,832,742,225,13.2,3.48547071945193,986,211,17.5,2.71019064947164,1728,308,30.6,3.06509808031376,42.9,8.6,4664,906,21,31,43,49,428,173,1,3,0,18,309,165,174,126,82.7,10.4513835404869,0.4,0.546894048120826,0.8,0.861483756219036,7.6,2.85580152760244,0.0,0.053127143465604,0.0,0.319148936170213,5.5,2.81167840475798,3.1,2.18719522131626,533,206,9.5,3.3759630089754,142930.0,31869.0,3171,367,2847,376,324,176,2847,376,1759,207,1088,380,61.8,10.9291719673328,1299,295,830600.0,68012.0,4189356.6484375,9570.04149126229,White (Non-Hispanic),719ed9,17.30496453900709,11.96916823149325,471.21068823813874,6.729473840791683,89.78240302743615,38.21566561292589,6.041883325365475,,,98116,53033009600
69,71161,53033009701,1861358,1607123,Census Tract 97.01,Washington,King County,6154,936,1019,269,16.6,3.57270635304468,1166,255,18.9,2.97744914760597,2185,371,35.5,2.67983557277644,44.0,3.0,4437,894,612,524,20,24,386,226,0,18,0,18,421,223,278,126,72.1,9.52803294554774,9.9,8.37936546142462,0.3,0.386845017508126,6.3,3.54633145266622,0.0,0.292492687682808,0.0,0.292492687682808,6.8,3.47106077307573,4.5,1.92872271137267,1059,608,17.2,9.52675996559555,113750.0,26291.0,3010,271,2791,249,219,162,2791,249,1625,186,1166,240,58.2,4.17505717821882,1693,116,853300.0,77250.0,4086958.71875,13068.1666051742,White (Non-Hispanic),719ed9,27.900552486187845,13.379669264831984,459.9515786369686,6.54416712498282,92.72425249169434,41.77714080974561,6.0680300484475245,,,98116,53033009701
70,71162,53033009702,2220441,0,Census Tract 97.02,Washington,King County,5665,620,1333,224,23.5,3.00049115939303,739,158,13.0,2.39593615754409,2072,274,36.6,2.71479516684783,41.2,4.7,4857,654,55,92,0,18,147,72,19,30,0,18,320,148,267,160,85.7,6.72525487928685,1.0,1.62052724129033,0.0,0.317740511915269,2.6,1.23882683333687,0.3,0.528293834453859,0.0,0.317740511915269,5.6,2.53833318374283,4.7,2.77685679787139,194,89,3.4,1.52568932252064,145461.0,25957.0,2302,196,2215,226,87,98,2215,226,1745,209,470,140,78.8,4.94164402394198,2199,172,822400.0,41764.0,4875369.0625,12770.5974280538,White (Non-Hispanic),719ed9,14.263018534863194,10.3247245177402,548.6829203303444,4.195501472169099,96.22067767158993,21.21896162528217,4.036939948242639,,,98116,53033009702
71,71164,53033009900,6565170,2370735,Census Tract 99,Washington,King County,5642,746,657,188,11.6,2.95508679891673,529,204,9.4,3.39656151016056,1186,277,21.0,4.04709126780246,38.1,3.0,3725,574,323,149,0,18,521,292,0,18,13,21,470,277,590,373,66.0,5.22461355823119,5.7,2.53009840179431,0.0,0.319035802906771,9.2,5.02938184636732,0.0,0.319035802906771,0.2,0.37095948665677,8.3,4.78445525263983,10.5,6.46492228644594,1113,505,19.7,8.56224019422207,86663.0,16197.0,3251,342,2981,359,270,164,2981,359,1546,303,1435,230,51.9,8.01909854934057,1715,101,567300.0,96861.0,14440241.9765625,30592.373833432,White (Non-Hispanic),719ed9,33.97731300957108,3.477802392806336,1622.2888372468203,2.003958805213293,91.69486311904028,48.138208654813816,1.837527283402284,,,98126,53033009900
72,71165,53033010001,2327512,0,Census Tract 100.01,Washington,King County,4032,531,787,166,19.5,3.21596316012362,534,128,13.2,2.65252585369183,1321,210,32.8,2.91712400205508,35.3,4.7,1186,209,1080,365,134,209,1083,240,70,98,0,13,155,93,324,201,29.4,3.44421369807055,26.8,8.33698698494217,3.3,5.1650204446815,26.9,4.78725070996313,1.7,2.41977772262095,0.0,0.322420634920635,3.8,2.25029977770536,8.0,4.87149527489018,1334,286,33.1,5.59722269270358,61326.0,17681.0,1762,153,1627,175,135,92,1627,175,671,132,956,155,41.2,6.79298972823686,989,194,623200.0,58331.0,5109701.4375,11577.9809665634,White (Non-Hispanic),719ed9,70.58531746031747,7.0104579890958645,575.1407406294157,3.063597960512628,92.33825198637912,58.75845113706208,2.828872804627721,,,98108,53033010001
73,71166,53033010002,948077,0,Census Tract 100.02,Washington,King County,4928,518,726,191,14.7,3.55301448153826,747,188,15.2,3.46626474738902,1473,268,29.9,4.43889121664497,37.1,4.1,2090,454,535,231,0,13,1291,212,0,13,123,152,348,130,541,273,42.4,8.06225024915999,10.9,4.54647517012246,0.0,0.263798701298701,26.2,3.30514204250798,0.0,0.263798701298701,2.5,3.07323738801027,7.1,2.53140203687006,11.0,5.41825522078337,1318,292,26.7,5.21595526497759,81887.0,9529.0,2090,167,1975,178,115,82,1975,178,990,112,985,181,50.1,3.42768090513877,1575,161,704800.0,36119.0,2082027.296875,6203.87394360689,White (Non-Hispanic),719ed9,57.58928571428571,21.03511471071108,234.2749287452501,8.921142399631929,94.4976076555024,49.87341772151899,8.430266143192853,,,98144,53033010002
74,71168,53033010200,2795533,2076618,Census Tract 102,Washington,King County,5067,508,976,208,19.3,3.62238893467544,876,176,17.3,3.01009509363937,1852,272,36.6,3.92279553361215,45.3,4.4,2780,248,590,203,0,18,969,269,0,18,40,64,254,135,434,264,54.9,7.36284103798135,11.6,3.83246348330301,0.0,0.355239786856128,19.1,4.95055985934248,0.0,0.355239786856128,0.8,1.26059274129532,5.0,2.61646908267963,8.6,5.1389310464522,779,209,15.4,3.82591784369204,146250.0,15873.0,2065,125,1935,153,130,82,1935,153,1636,160,299,75,84.5,4.86625034640406,2095,411,835700.0,40001.0,6133728.484375,14776.1123916044,White (Non-Hispanic),719ed9,45.13518847444247,7.335066870003113,690.7912483690621,2.9893256535536668,93.7046004842615,15.45219638242894,2.8011356608360023,,,98118,53033010200
75,71170,53033010401,1629874,0,Census Tract 104.01,Washington,King County,4504,549,937,230,20.8,4.43246998198799,629,144,14.0,2.70631229915566,1566,271,34.8,4.27101851928207,38.2,4.4,1020,353,707,195,0,13,1922,270,0,13,0,13,272,154,583,265,22.6,7.33526543791896,15.7,3.88375097325844,0.0,0.288632326820604,42.7,2.98000637068548,0.0,0.288632326820604,0.0,0.288632326820604,6.0,3.3390042967074,12.9,5.6681636919777,2144,430,47.6,7.58154457558401,106071.0,33793.0,1553,127,1388,141,165,86,1388,141,965,147,423,129,69.5,7.89199591706162,1659,393,638100.0,40966.0,3576137.2578125,7832.37757837049,Asian,14915a,77.35346358792185,11.183098402998796,402.7506365134222,3.8559839742133946,89.37540244687702,30.47550432276657,3.4463011952403035,,,98108,53033010401
76,71171,53033010402,1742875,0,Census Tract 104.02,Washington,King County,4835,707,972,220,20.1,3.47310884352782,899,268,18.6,4.83029444389751,1871,347,38.7,4.41457871464395,40.3,4.6,1083,297,352,211,0,13,2582,583,2,4,21,33,262,101,533,252,22.4,5.19664311645549,7.3,4.23217694077982,0.0,0.268872802481903,53.4,9.18783502682968,0.0,0.0825086811806385,0.4,0.679561934960225,5.4,1.93282161333318,11.0,4.95645972011149,2032,480,42.0,7.79689178925905,100255.0,10652.0,1691,116,1591,147,100,68,1591,147,1171,177,420,122,73.6,8.80466116441166,1602,243,605700.0,40251.0,3824183.2109375,8546.32032692997,Asian,14915a,77.6008273009307,11.226594450149111,430.6737917245939,3.926405628790517,94.08633944411592,26.398491514770583,3.694211327856719,,,98108,53033010402
77,71174,53033010701,1457384,3664,Census Tract 107.01,Washington,King County,4154,468,837,186,20.1,3.85950939615013,286,123,6.9,2.85759694868807,1123,223,27.0,4.42067107999896,36.4,2.8,1841,273,785,286,0,13,637,177,7,14,102,115,335,195,447,215,44.3,4.27320395586966,18.9,6.5474788592477,0.0,0.312951372171401,15.3,3.89499628908947,0.2,0.336489405033042,2.5,2.75455950312889,8.1,4.60550535592648,10.8,5.03174760181979,728,186,17.5,4.01877964796823,96638.0,24880.0,1815,204,1784,208,31,37,1784,208,963,167,821,177,54.0,6.92954002890772,1305,144,588900.0,32202.0,3204460.6484375,9620.86653920136,White (Non-Hispanic),719ed9,55.68127106403467,11.534805911584924,360.12742926415007,5.039882698489802,98.29201101928376,46.02017937219731,4.953802057358572,,,98106,53033010701
78,71175,53033010702,780116,0,Census Tract 107.02,Washington,King County,4839,509,1454,291,30.0,5.11609216439921,378,127,7.8,2.49256978054793,1832,318,37.9,5.22756461833852,32.8,2.0,1778,407,1790,383,49,67,740,167,0,13,0,13,191,99,291,187,36.7,7.47024663905948,37.0,6.89240299247026,1.0,1.38048060581859,15.3,3.05332530154461,0.0,0.268650547633809,0.0,0.268650547633809,3.9,2.00330639587538,6.0,3.81231271353314,1266,332,26.2,6.28482519755403,69233.0,34738.0,1893,255,1815,253,78,58,1815,253,880,209,935,191,48.5,9.32316860551402,1083,436,582700.0,47474.0,1711251.1484375,6746.53229271149,Black or African American,dc0ab4,63.2568712543914,25.102341482540076,192.7708617686428,9.819948837869054,95.8795562599049,51.51515151515152,9.41532337069854,,,98126,53033010702
79,71176,53033010800,4140525,322633,Census Tract 108,Washington,King County,4874,589,1088,246,22.3,4.26582003812586,471,128,9.7,2.35225083107428,1559,277,32.0,4.16628371311,36.8,2.0,2436,312,478,306,1,2,1028,161,0,13,6,11,614,328,311,143,50.0,2.1208012758757,9.8,6.16533530301374,0.0,0.0409590842205942,21.1,2.10118450417987,0.0,0.266721378744358,0.1,0.225196495850834,12.6,6.55513481641864,6.4,2.83079440570917,943,291,19.3,5.49361509894493,109375.0,20440.0,1907,187,1839,199,68,60,1839,199,1383,162,456,152,75.2,3.37277601798164,2053,336,562900.0,33330.0,9084899.8828125,18554.4202784972,White (Non-Hispanic),719ed9,50.02051702913418,4.763738463788343,1023.146009599354,1.8638590993935928,96.43418982695331,24.79608482871126,1.79739742201616,,,98106,53033010800
80,71177,53033010900,5389781,414929,Census Tract 109,Washington,King County,1206,191,161,64,13.3,4.86743212730198,149,69,12.4,5.37639746517987,310,94,25.7,6.64673459147059,39.1,4.3,763,142,61,67,2,5,104,67,0,13,0,13,97,61,179,114,63.3,6.18381610641547,5.1,5.49749851705002,0.2,0.413760935621541,8.6,5.38506424234573,0.0,1.07794361525705,0.0,1.07794361525705,8.0,4.89501426824104,14.8,9.15579441977351,109,56,9.0,4.41731553956064,56902.0,36744.0,723,106,625,107,98,56,625,107,362,100,263,61,57.9,12.5568645713324,1244,257,532200.0,86839.0,11820107.8671875,19126.3564138038,White (Non-Hispanic),719ed9,36.73300165837479,0.9055115310648628,1331.843890029505,0.5428564153896317,86.44536652835409,42.08,0.4692742180062515,,,98108,53033010900
81,71178,53033011001,1080391,0,Census Tract 110.01,Washington,King County,5155,750,1009,259,19.6,4.13928058734136,854,204,16.6,3.13864749555712,1863,330,36.1,3.65154580489216,39.6,8.4,865,204,1643,670,0,18,1934,406,0,18,67,71,271,135,375,267,16.8,3.11456100648093,31.9,12.1417523404188,0.0,0.34917555771096,37.5,5.67763535075451,0.0,0.34917555771096,1.3,1.36426114570903,5.3,2.50463840276155,7.3,5.07015159009397,2667,563,51.7,7.91332506578275,47813.0,28990.0,1910,253,1826,252,84,60,1826,252,836,226,990,201,45.8,10.6425015824403,825,456,553200.0,53250.0,2369178.203125,7353.89451260583,Asian,14915a,83.22017458777886,19.3092545730866,266.97043018869726,7.154350384984561,95.6020942408377,54.21686746987952,6.8397087973726745,,,98118,53033011001
82,71179,53033011002,1719569,0,Census Tract 110.02,Washington,King County,4599,616,1220,293,26.5,5.2881112935694,672,159,14.6,2.84996831164834,1892,333,41.1,4.69727859427743,32.6,3.6,284,97,1499,453,0,13,2411,491,20,35,7,12,117,69,261,243,6.2,1.94020413926266,32.6,8.82963064284049,0.0,0.282670145683844,52.4,8.04212006597862,0.4,0.758802614947893,0.2,0.260128623626091,2.5,1.46111804358413,5.7,5.22879303736191,2257,455,49.1,7.39403700522435,52418.0,15983.0,1324,107,1296,94,28,48,1296,94,809,119,487,111,62.4,7.9882372579123,1132,143,541600.0,37123.0,3771143.9921875,10161.3902956677,Asian,14915a,93.82474450967602,10.823347412413954,424.91475370412,3.1159191072050607,97.88519637462235,37.57716049382716,3.0500235369620534,,,98108,53033011002
83,71180,53033011101,1136851,0,Census Tract 111.01,Washington,King County,5300,425,813,169,15.3,2.94187315991411,665,200,12.5,3.63697998039257,1478,262,27.9,4.40869064491073,37.9,3.7,1336,346,884,475,0,18,2139,409,184,178,27,43,515,214,215,118,25.2,6.20748174551537,16.7,8.86190206288775,0.0,0.339622641509434,40.4,7.00558338637983,3.5,3.34693253539918,0.5,0.810291661183728,9.7,3.96183931979346,4.1,2.20252313990295,1846,436,34.8,7.73777292783285,81250.0,15846.0,2204,208,2153,191,51,84,2153,191,948,172,1205,205,44.0,6.96874654528977,1587,180,534500.0,58282.0,2493081.234375,7022.80314022328,Asian,14915a,74.79245283018868,18.86644691232149,280.92200002633365,7.845594149954069,97.68602540834846,55.9684161634928,7.664049094760031,,,98118,53033011101
84,71181,53033011102,1303226,1143440,Census Tract 111.02,Washington,King County,5470,870,1205,303,22.0,4.2904221147714,769,174,14.1,2.26252146371166,1974,349,36.1,2.78623799943195,35.1,4.7,2533,655,726,238,0,18,1014,222,0,18,38,61,503,224,656,428,46.3,9.44147298921393,13.3,3.80461189059061,0.0,0.329067641681901,18.5,2.78900002481857,0.0,0.329067641681901,0.7,1.10968643803319,9.2,3.82498080930186,12.0,7.58844325099002,1108,343,20.3,5.37965532456721,113553.0,29969.0,1969,268,1892,278,77,54,1892,278,1115,264,777,162,58.9,10.9415822146318,1549,254,845600.0,58979.0,2857957.2421875,9079.72960431926,White (Non-Hispanic),719ed9,53.69287020109689,16.985775782962882,322.0341578679341,6.114258229735633,96.08938547486034,41.0676532769556,5.875153159299044,,,98118,53033011102
